03.MMHAP34FRA.seq	DNA segment, 03.MMHAP34FRA.seq
Slc22a19	solute carrier family 22 (organic anion transporter), member 19
Slc22a2	solute carrier family 22 (organic cation transporter), member 2
Slc22a20	solute carrier family 22 (organic anion transporter), member 20
Slc22a21	solute carrier family 22 (organic cation transporter), member 21
Slc22a22	solute carrier family 22 (organic cation transporter), member 22
Slc22a23	solute carrier family 22, member 23
Slc22a26	solute carrier family 22 (organic cation transporter), member 26
Slc22a27	solute carrier family 22, member 27
Slc22a28	solute carrier family 22, member 28
Slc22a29	solute carrier family 22. member 29
Slc22a3	solute carrier family 22 (organic cation transporter), member 3
Slc22a30	solute carrier family 22, member 30
Slc22a4	solute carrier family 22 (organic cation transporter), member 4
Slc22a5	solute carrier family 22 (organic cation transporter), member 5
Slc22a6	solute carrier family 22 (organic anion transporter), member 6
Slc22a7	solute carrier family 22 (organic anion transporter), member 7
Slc22a8	solute carrier family 22 (organic anion transporter), member 8
Slc23a1	solute carrier family 23 (nucleobase transporters), member 1
Slc23a2	solute carrier family 23 (nucleobase transporters), member 2
Slc23a3	solute carrier family 23 (nucleobase transporters), member 3
Slc23a4	solute carrier family 23 member 4
Slc24a1	solute carrier family 24 (sodium/potassium/calcium exchanger), member 1
Slc24a2	solute carrier family 24 (sodium/potassium/calcium exchanger), member 2
Slc24a3	solute carrier family 24 (sodium/potassium/calcium exchanger), member 3
Slc24a4	solute carrier family 24 (sodium/potassium/calcium exchanger), member 4
Slc24a5	solute carrier family 24, member 5
Slc25a1	solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1
Slc25a10	solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10
Slc25a11	solute carrier family 25 (mitochondrial carrier oxoglutarate carrier), member 11
Slc25a12	solute carrier family 25 (mitochondrial carrier, Aralar), member 12
Slc25a13	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 13
Slc25a14	solute carrier family 25 (mitochondrial carrier, brain), member 14
Slc25a15	solute carrier family 25 (mitochondrial carrier ornithine transporter), member 15
Slc25a16	solute carrier family 25 (mitochondrial carrier, Graves disease autoantigen), member 16
Slc25a17	solute carrier family 25 (mitochondrial carrier, peroxisomal membrane protein), member 17
Slc25a18	solute carrier family 25 (mitochondrial carrier), member 18
Slc25a19	solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19
Slc25a2	solute carrier family 25 (mitochondrial carrier, ornithine transporter) member 2
Slc25a20	solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20
Slc25a21	solute carrier family 25 (mitochondrial oxodicarboxylate carrier), member 21
Slc25a22	solute carrier family 25 (mitochondrial carrier, glutamate), member 22
Slc25a23	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23
Slc25a24	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 24
Slc25a25	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25
Slc25a26	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 26
Slc25a27	solute carrier family 25, member 27
Slc25a28	solute carrier family 25, member 28
Slc25a29	solute carrier family 25 (mitochondrial carrier, palmitoylcarnitine transporter), member 29
Slc25a3	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3
Slc25a30	solute carrier family 25, member 30
Slc25a31	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31
Slc25a32	solute carrier family 25, member 32
Slc25a33	solute carrier family 25, member 33
Slc25a34	solute carrier family 25, member 34
Slc25a35	solute carrier family 25, member 35
Slc25a36	solute carrier family 25, member 36
Slc25a37	solute carrier family 25, member 37
Slc25a38	solute carrier family 25, member 38
Slc25a39	solute carrier family 25, member 39
Slc25a4	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4
Slc25a40	solute carrier family 25, member 40
Slc25a41	solute carrier family 25, member 41
Slc25a42	solute carrier family 25, member 42
Slc25a43	solute carrier family 25, member 43
Slc25a44	solute carrier family 25, member 44
Slc25a45	solute carrier family 25, member 45
Slc25a46	solute carrier family 25, member 46
Slc25a47	solute carrier family 25, member 47
Slc25a48	solute carrier family 25, member 48
Slc25a5	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5
Slc25a5-ps	Slc25a5 retrotransposed pseudogene
Slc25a51	solute carrier family 25, member 51
Slc25a53	solute carrier family 25, member 53
Slc25a54	solute carrier family 25, member 54
Slc26a1	solute carrier family 26 (sulfate transporter), member 1
Slc26a10	solute carrier family 26, member 10
Slc26a11	solute carrier family 26, member 11
Slc26a2	solute carrier family 26 (sulfate transporter), member 2
Slc26a3	solute carrier family 26, member 3
Slc26a4	solute carrier family 26, member 4
Slc26a5	solute carrier family 26, member 5
Slc26a6	solute carrier family 26, member 6
Slc26a7	solute carrier family 26, member 7
Slc26a8	solute carrier family 26, member 8
Slc26a9	solute carrier family 26, member 9
Slc27a1	solute carrier family 27 (fatty acid transporter), member 1
Slc27a2	solute carrier family 27 (fatty acid transporter), member 2
Slc27a3	solute carrier family 27 (fatty acid transporter), member 3
Slc27a4	solute carrier family 27 (fatty acid transporter), member 4
Slc27a5	solute carrier family 27 (fatty acid transporter), member 5
Slc27a6	solute carrier family 27 (fatty acid transporter), member 6
Slc28a1	solute carrier family 28 (sodium-coupled nucleoside transporter), member 1
Slc28a2	solute carrier family 28 (sodium-coupled nucleoside transporter), member 2
Slc28a3	solute carrier family 28 (sodium-coupled nucleoside transporter), member 3
Slc29a1	solute carrier family 29 (nucleoside transporters), member 1
Slc29a2	solute carrier family 29 (nucleoside transporters), member 2
Slc29a3	solute carrier family 29 (nucleoside transporters), member 3
Slc29a4	solute carrier family 29 (nucleoside transporters), member 4
Slc2a1	solute carrier family 2 (facilitated glucose transporter), member 1
Slc2a10	solute carrier family 2 (facilitated glucose transporter), member 10
Slc2a12	solute carrier family 2 (facilitated glucose transporter), member 12
Slc2a13	solute carrier family 2 (facilitated glucose transporter), member 13
Slc2a2	solute carrier family 2 (facilitated glucose transporter), member 2
Slc2a3	solute carrier family 2 (facilitated glucose transporter), member 3
Slc2a4	solute carrier family 2 (facilitated glucose transporter), member 4
Slc2a4rg-ps	Slc2a4 regulator, pseudogene
Slc2a5	solute carrier family 2 (facilitated glucose transporter), member 5
Slc2a6	solute carrier family 2 (facilitated glucose transporter), member 6
Slc2a7	solute carrier family 2 (facilitated glucose transporter), member 7
Slc2a8	solute carrier family 2, (facilitated glucose transporter), member 8
Slc2a9	solute carrier family 2 (facilitated glucose transporter), member 9
Slc30a1	solute carrier family 30 (zinc transporter), member 1
Slc30a10	solute carrier family 30, member 10
Slc30a2	solute carrier family 30 (zinc transporter), member 2
Slc30a3	solute carrier family 30 (zinc transporter), member 3
Slc30a4	solute carrier family 30 (zinc transporter), member 4
Slc30a5	solute carrier family 30 (zinc transporter), member 5
Slc30a6	solute carrier family 30 (zinc transporter), member 6
Slc30a7	solute carrier family 30 (zinc transporter), member 7
Slc30a8	solute carrier family 30 (zinc transporter), member 8
Slc30a9	solute carrier family 30 (zinc transporter), member 9
Slc31a1	solute carrier family 31, member 1
Slc31a2	solute carrier family 31, member 2
Slc32a1	solute carrier family 32 (GABA vesicular transporter), member 1
Slc33a1	solute carrier family 33 (acetyl-CoA transporter), member 1
Slc34a1	solute carrier family 34 (sodium phosphate), member 1
Slc34a2	solute carrier family 34 (sodium phosphate), member 2
Slc34a3	solute carrier family 34 (sodium phosphate), member 3
Slc35a1	solute carrier family 35 (CMP-sialic acid transporter), member 1
Slc35a2	solute carrier family 35 (UDP-galactose transporter), member A2
Slc35a3	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member 3
Slc35a4	solute carrier family 35, member A4
Slc35a5	solute carrier family 35, member A5
Slc35b1	solute carrier family 35, member B1
Slc35b2	solute carrier family 35, member B2
Slc35b3	solute carrier family 35, member B3
Slc35b4	solute carrier family 35, member B4
Slc35c1	solute carrier family 35, member C1
Slc35c2	solute carrier family 35, member C2
Slc35d1	solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1
Slc35d2	solute carrier family 35, member D2
Slc35d3	solute carrier family 35, member D3
Slc35e1	solute carrier family 35, member E1
Slc35e2	solute carrier family 35, member E2
Slc35e3	solute carrier family 35, member E3
Slc35e4	solute carrier family 35, member E4
Slc35f1	solute carrier family 35, member F1
Slc35f2	solute carrier family 35, member F2
Slc35f3	solute carrier family 35, member F3
Slc35f4	solute carrier family 35, member F4
Slc35f5	solute carrier family 35, member F5
Slc35f6	solute carrier family 35, member F6
Slc35g1	solute carrier family 35, member G1
Slc35g2	solute carrier family 35, member G2
Slc35g3	solute carrier family 35, member G3
Slc36a1	solute carrier family 36 (proton/amino acid symporter), member 1
Slc36a1os	solute carrier family 36 (proton/amino acid symporter), member 1, opposite strand
Slc36a2	solute carrier family 36 (proton/amino acid symporter), member 2
Slc36a3	solute carrier family 36 (proton/amino acid symporter), member 3
Slc36a3os	solute carrier family 36 (proton/amino acid symporter), member 3, opposite strand
Slc36a4	solute carrier family 36 (proton/amino acid symporter), member 4
Slc37a1	solute carrier family 37 (glycerol-3-phosphate transporter), member 1
Slc37a2	solute carrier family 37 (glycerol-3-phosphate transporter), member 2
Slc37a3	solute carrier family 37 (glycerol-3-phosphate transporter), member 3
Slc37a4	solute carrier family 37 (glucose-6-phosphate transporter), member 4
Slc38a1	solute carrier family 38, member 1
Slc38a10	solute carrier family 38, member 10
Slc38a11	solute carrier family 38, member 11
Slc38a2	solute carrier family 38, member 2
Slc38a3	solute carrier family 38, member 3
Slc38a4	solute carrier family 38, member 4
Slc38a5	solute carrier family 38, member 5
Slc38a6	solute carrier family 38, member 6
Slc38a7	solute carrier family 38, member 7
Slc38a8	solute carrier family 38, member 8
Slc38a9	solute carrier family 38, member 9
Slc39a1	solute carrier family 39 (zinc transporter), member 1
Slc39a1-ps	solute carrier family 39 (zinc transporter), member 1, pseudogene
Slc39a10	solute carrier family 39 (zinc transporter), member 10
Slc39a11	solute carrier family 39 (metal ion transporter), member 11
Slc39a12	solute carrier family 39 (zinc transporter), member 12
Slc39a13	solute carrier family 39 (metal ion transporter), member 13
Slc39a14	solute carrier family 39 (zinc transporter), member 14
Slc39a2	solute carrier family 39 (zinc transporter), member 2
Slc39a3	solute carrier family 39 (zinc transporter), member 3
Slc39a4	solute carrier family 39 (zinc transporter), member 4
Slc39a5	solute carrier family 39 (metal ion transporter), member 5
Slc39a6	solute carrier family 39 (metal ion transporter), member 6
Slc39a7	solute carrier family 39 (zinc transporter), member 7
Slc39a8	solute carrier family 39 (metal ion transporter), member 8
Slc39a9	solute carrier family 39 (zinc transporter), member 9
Slc3a1	solute carrier family 3, member 1
Slc3a2	solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2
Slc40a1	solute carrier family 40 (iron-regulated transporter), member 1
Slc41a1	solute carrier family 41, member 1
Slc41a2	solute carrier family 41, member 2
Slc41a3	solute carrier family 41, member 3
Slc43a1	solute carrier family 43, member 1
Slc43a2	solute carrier family 43, member 2
Slc43a3	solute carrier family 43, member 3
Slc44a1	solute carrier family 44, member 1
Slc44a2	solute carrier family 44, member 2
Slc44a3	solute carrier family 44, member 3
Slc44a4	solute carrier family 44, member 4
Slc44a5	solute carrier family 44, member 5
Slc45a1	solute carrier family 45, member 1
Slc45a2	solute carrier family 45, member 2
Slc45a3	solute carrier family 45, member 3
Slc45a4	solute carrier family 45, member 4
Slc46a1	solute carrier family 46, member 1
Slc46a2	solute carrier family 46, member 2
Slc46a3	solute carrier family 46, member 3
Slc47a1	solute carrier family 47, member 1
Slc47a2	solute carrier family 47, member 2
Slc48a1	solute carrier family 48 (heme transporter), member 1
Slc4a1	solute carrier family 4 (anion exchanger), member 1
Slc4a10	solute carrier family 4, sodium bicarbonate cotransporter-like, member 10
Slc4a11	solute carrier family 4, sodium bicarbonate transporter-like, member 11
Slc4a1ap	solute carrier family 4 (anion exchanger), member 1, adaptor protein
Slc4a2	solute carrier family 4 (anion exchanger), member 2
Slc4a3	solute carrier family 4 (anion exchanger), member 3
Slc4a4	solute carrier family 4 (anion exchanger), member 4
Slc4a5	solute carrier family 4, sodium bicarbonate cotransporter, member 5
Slc4a7	solute carrier family 4, sodium bicarbonate cotransporter, member 7
Slc4a8	solute carrier family 4 (anion exchanger), member 8
Slc4a9	solute carrier family 4, sodium bicarbonate cotransporter, member 9
Slc50a1	solute carrier family 50 (sugar transporter), member 1
Slc51a	solute carrier family 51, alpha subunit
Slc51b	solute carrier family 51, beta subunit
Slc52a2	solute carrier protein 52, member 2
Slc52a3	solute carrier protein family 52, member 3
Slc5a1	solute carrier family 5 (sodium/glucose cotransporter), member 1
Slc5a10	solute carrier family 5 (sodium/glucose cotransporter), member 10
Slc5a11	solute carrier family 5 (sodium/glucose cotransporter), member 11
Slc5a12	solute carrier family 5 (sodium/glucose cotransporter), member 12
Slc5a2	solute carrier family 5 (sodium/glucose cotransporter), member 2
Slc5a3	solute carrier family 5 (inositol transporters), member 3
Slc5a4a	solute carrier family 5, member 4a
Slc5a4b	solute carrier family 5 (neutral amino acid transporters, system A), member 4b
Slc5a5	solute carrier family 5 (sodium iodide symporter), member 5
Slc5a6	solute carrier family 5 (sodium-dependent vitamin transporter), member 6
Slc5a7	solute carrier family 5 (choline transporter), member 7
Slc5a8	solute carrier family 5 (iodide transporter), member 8
Slc5a9	solute carrier family 5 (sodium/glucose cotransporter), member 9
Slc6a1	solute carrier family 6 (neurotransmitter transporter, GABA), member 1
Slc6a11	solute carrier family 6 (neurotransmitter transporter, GABA), member 11
Slc6a12	solute carrier family 6 (neurotransmitter transporter, betaine/GABA), member 12
Slc6a13	solute carrier family 6 (neurotransmitter transporter, GABA), member 13
Slc6a14	solute carrier family 6 (neurotransmitter transporter), member 14
Slc6a15	solute carrier family 6 (neurotransmitter transporter), member 15
Slc6a16	solute carrier family 6, member 16
Slc6a17	solute carrier family 6 (neurotransmitter transporter), member 17
Slc6a18	solute carrier family 6 (neurotransmitter transporter), member 18
Slc6a19	solute carrier family 6 (neurotransmitter transporter), member 19
Slc6a19os	solute carrier family 6 (neurotransmitter transporter), member 19, opposite strand
Slc6a2	solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2
Slc6a20a	solute carrier family 6 (neurotransmitter transporter), member 20A
Slc6a20b	solute carrier family 6 (neurotransmitter transporter), member 20B
Slc6a21	solute carrier family 6 member 21
Slc6a3	solute carrier family 6 (neurotransmitter transporter, dopamine), member 3
Slc6a4	solute carrier family 6 (neurotransmitter transporter, serotonin), member 4
Slc6a5	solute carrier family 6 (neurotransmitter transporter, glycine), member 5
Slc6a6	solute carrier family 6 (neurotransmitter transporter, taurine), member 6
Slc6a7	solute carrier family 6 (neurotransmitter transporter, L-proline), member 7
Slc6a8	solute carrier family 6 (neurotransmitter transporter, creatine), member 8
Slc6a9	solute carrier family 6 (neurotransmitter transporter, glycine), member 9
Slc7a1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1
Slc7a10	solute carrier family 7 (cationic amino acid transporter, y+ system), member 10
Slc7a11	solute carrier family 7 (cationic amino acid transporter, y+ system), member 11
Slc7a12	solute carrier family 7 (cationic amino acid transporter, y+ system), member 12
Slc7a13	solute carrier family 7, (cationic amino acid transporter, y+ system) member 13
Slc7a14	solute carrier family 7 (cationic amino acid transporter, y+ system), member 14
Slc7a15	solute carrier family 7 (cationic amino acid transporter, y+ system), member 15
